Nama,Berat,Dimensi,Garansi,VGA,Tipe Penyimpanan,Processor,Penyimpanan,Ukuran Layar,Warna,RAM,Keyboard,Microsoft Office,Sistem Operasi,Brand,Tipe Layar,Harga
LENOVO IDEAPAD SLIM 5 PRO 14,5 kg,40 × 20 × 10 cm,LENOVO 2 YEAR + 1 YEAR ADP (SERVICE & SPAREPART),NVIDIA MX450,SSD,AMD Ryzen 5,512GB,14 Inch,Grey,16GB,1,1,Windows 11 Home,Lenovo,Non Touchscreen,10999000
LENOVO IDEAPAD SLIM 5 PRO 14,5 kg,40 × 20 × 10 cm,LENOVO 2 YEAR + 1 YEAR ADP (SERVICE & SPAREPART),NVIDIA MX450,SSD,AMD Ryzen 5,512GB,14 Inch,Grey,16GB,1,1,Windows 11 Home,Lenovo,Non Touchscreen,10999000
LENOVO IDEAPAD SLIM 3I 14,5 kg,40 × 20 × 10 cm,LENOVO 2 YEAR (SERVICE & SPAREPART),NVIDIA MX450,SSD,Intel Core i7,512GB,14 Inch,Grey,8GB,0,1,Windows 11 Home,Lenovo,Non Touchscreen,12099000
LENOVO IDEAPAD SLIM 3I 14,5 kg,40 × 20 × 10 cm,LENOVO 2 YEAR (SERVICE & SPAREPART),NVIDIA MX450,SSD,Intel Core i7,512GB,14 Inch,Gold,8GB,0,1,Windows 11 Home,Lenovo,Non Touchscreen,12099000
LENOVO IDEAPAD SLIM 3I 14,5 kg,40 × 20 × 10 cm,LENOVO 2 YEAR (SERVICE & SPAREPART),NVIDIA MX450,SSD,Intel Core i7,512GB,14 Inch,Blue,8GB,0,1,Windows 11 Home,Lenovo,Non Touchscreen,12099000
LENOVO IDEAPAD SLIM 3I 14,5 kg,40 × 20 × 10 cm,LENOVO 2 YEAR (SERVICE & SPAREPART),NVIDIA MX350,SSD,Intel Core i5,512GB,14 Inch,Gold,8GB,1,1,Windows 11 Home,Lenovo,Non Touchscreen,9799000
LENOVO IDEAPAD SLIM 3I 14,5 kg,40 × 20 × 10 cm,LENOVO 2 YEAR (SERVICE & SPAREPART),NVIDIA MX350,SSD,Intel Core i5,512GB,14 Inch,Blue,8GB,1,1,Windows 11 Home,Lenovo,Non Touchscreen,9799000
LENOVO IDEAPAD SLIM 3I 14,5 kg,40 × 20 × 10 cm,LENOVO 2 YEAR (SERVICE & SPAREPART),NVIDIA MX350,SSD,Intel Core i5,512GB,14 Inch,Grey,8GB,1,1,Windows 11 Home,Lenovo,Non Touchscreen,9799000
LENOVO IDEAPAD GAMING 3I 15,5 kg,40 × 20 × 10 cm,LENOVO 2 YEAR + ADP (SERVICE & SPAREPART),NVIDIA RTX3050TI,SSD,Intel Core i7,512GB,16 Inch,Grey,8GB,0,1,Windows 11 Home,Lenovo,Non Touchscreen,16399000
LENOVO IDEAPAD GAMING 3I 15,5 kg,40 × 20 × 10 cm,LENOVO 2 YEAR + ADP (SERVICE & SPAREPART),NVIDIA RTX3050,SSD,Intel Core i7,512GB,16 Inch,Grey,8GB,0,1,Windows 11 Home,Lenovo,Non Touchscreen,15699000
LENOVO IDEAPAD GAMING 3I 15,5 kg,40 × 20 × 10 cm,LENOVO 2 YEAR + ADP (SERVICE & SPAREPART),NVIDIA RTX3050TI,SSD,Intel Core i7,1TB,16 Inch,Grey,8GB,0,1,Windows 11 Home,Lenovo,Non Touchscreen,16999000
LENOVO IDEAPAD GAMING 3I 15,5 kg,40 × 20 × 10 cm,LENOVO 2 YEAR + ADP (SERVICE & SPAREPART),NVIDIA RTX3050,SSD,Intel Core i7,1TB,16 Inch,Grey,8GB,0,1,Windows 11 Home,Lenovo,Non Touchscreen,16299000
LENOVO IDEAPAD GAMING 3I 15,5 kg,40 × 20 × 10 cm,LENOVO 2 YEAR + ADP (SERVICE & SPAREPART),NVIDIA RTX3050TI,SSD,Intel Core i7,512GB,16 Inch,Grey,16GB,0,1,Windows 11 Home,Lenovo,Non Touchscreen,16999000
LENOVO IDEAPAD GAMING 3I 15,5 kg,40 × 20 × 10 cm,LENOVO 2 YEAR + ADP (SERVICE & SPAREPART),NVIDIA RTX3050,SSD,Intel Core i7,512GB,16 Inch,Grey,16GB,0,1,Windows 11 Home,Lenovo,Non Touchscreen,16399000
LENOVO IDEAPAD GAMING 3I 15,5 kg,40 × 20 × 10 cm,LENOVO 2 YEAR + ADP (SERVICE & SPAREPART),NVIDIA RTX3050TI,SSD,Intel Core i7,1TB,16 Inch,Grey,16GB,0,1,Windows 11 Home,Lenovo,Non Touchscreen,17499000
LENOVO IDEAPAD GAMING 3I 15,5 kg,40 × 20 × 10 cm,LENOVO 2 YEAR + ADP (SERVICE & SPAREPART),NVIDIA RTX3050,SSD,Intel Core i7,1TB,16 Inch,Grey,16GB,0,1,Windows 11 Home,Lenovo,Non Touchscreen,16999000
LENOVO IDEAPAD GAMING 3I 15,5 kg,40 × 20 × 10 cm,LENOVO 2 YEAR + ADP (SERVICE & SPAREPART),NVIDIA RTX3050,SSD,Intel Core i5,512GB,16 Inch,Grey,8GB,0,1,Windows 11 Home,Lenovo,Non Touchscreen,13699000
LENOVO IDEAPAD GAMING 3I 15,5 kg,40 × 20 × 10 cm,LENOVO 2 YEAR + ADP (SERVICE & SPAREPART),NVIDIA RTX3050,SSD,Intel Core i5,1TB,16 Inch,Grey,8GB,0,1,Windows 11 Home,Lenovo,Non Touchscreen,14299000
LENOVO IDEAPAD GAMING 3I 15,5 kg,40 × 20 × 10 cm,LENOVO 2 YEAR + ADP (SERVICE & SPAREPART),NVIDIA RTX3050,SSD,Intel Core i5,512GB,16 Inch,Grey,16GB,0,1,Windows 11 Home,Lenovo,Non Touchscreen,14299000
LENOVO IDEAPAD GAMING 3I 15,5 kg,40 × 20 × 10 cm,LENOVO 2 YEAR + ADP (SERVICE & SPAREPART),NVIDIA RTX3050,SSD,Intel Core i5,1TB,16 Inch,Grey,16GB,0,1,Windows 11 Home,Lenovo,Non Touchscreen,14699000
LENOVO IDEAPAD GAMING 3I 15,5 kg,40 × 20 × 10 cm,LENOVO 2 YEAR + ADP (SERVICE & SPAREPART),NVIDIA RTX3050,SSD,Intel Core i5,512GB,16 Inch,Grey,8GB,0,1,Windows 11 Home,Lenovo,Non Touchscreen,13399000
LENOVO IDEAPAD GAMING 3I 15,5 kg,40 × 20 × 10 cm,LENOVO 2 YEAR + ADP (SERVICE & SPAREPART),NVIDIA RTX3050,SSD,Intel Core i5,1TB,16 Inch,Grey,8GB,0,1,Windows 11 Home,Lenovo,Non Touchscreen,14899000
LENOVO IDEAPAD GAMING 3I 15,5 kg,40 × 20 × 10 cm,LENOVO 2 YEAR + ADP (SERVICE & SPAREPART),NVIDIA RTX3050,SSD,Intel Core i5,512GB,16 Inch,Grey,16GB,0,1,Windows 11 Home,Lenovo,Non Touchscreen,13799000
LENOVO IDEAPAD GAMING 3I 15,5 kg,40 × 20 × 10 cm,LENOVO 2 YEAR + ADP (SERVICE & SPAREPART),NVIDIA RTX3050,SSD,Intel Core i5,1TB,16 Inch,Grey,16GB,0,1,Windows 11 Home,Lenovo,Non Touchscreen,15299000
LENOVO IDEAPAD GAMING 3I 15,5 kg,40 × 20 × 10 cm,DISTRIBUTOR 1 YEAR (SERVICE & SPAREPART),NVIDIA RTX3050,SSD,Intel Core i5,512GB,16 Inch,Black,8GB,1,0,Windows 11 Home,Lenovo,Non Touchscreen,11599000
LENOVO IDEAPAD GAMING 3I 15,5 kg,40 × 20 × 10 cm,DISTRIBUTOR 1 YEAR (SERVICE & SPAREPART),NVIDIA GTX1650,SSD,Intel Core i5,512GB,16 Inch,Black,8GB,1,0,Windows 11 Home,Lenovo,Non Touchscreen,9899000
LENOVO IDEAPAD GAMING 3I 15,5 kg,40 × 20 × 10 cm,DISTRIBUTOR 1 YEAR (SERVICE & SPAREPART),NVIDIA RTX3050,SSD,Intel Core i5,1TB,16 Inch,Black,8GB,1,0,Windows 11 Home,Lenovo,Non Touchscreen,12099000
LENOVO IDEAPAD GAMING 3I 15,5 kg,40 × 20 × 10 cm,DISTRIBUTOR 1 YEAR (SERVICE & SPAREPART),NVIDIA RTX3050,SSD,Intel Core i5,512GB,16 Inch,Black,16GB,1,0,Windows 11 Home,Lenovo,Non Touchscreen,11999000
LENOVO IDEAPAD GAMING 3I 15,5 kg,40 × 20 × 10 cm,DISTRIBUTOR 1 YEAR (SERVICE & SPAREPART),NVIDIA GTX1650,SSD,Intel Core i5,512GB,16 Inch,Black,16GB,1,0,Windows 11 Home,Lenovo,Non Touchscreen,10299000
LENOVO IDEAPAD GAMING 3I 15,5 kg,40 × 20 × 10 cm,DISTRIBUTOR 1 YEAR (SERVICE & SPAREPART),NVIDIA GTX1650,SSD,Intel Core i5,1TB,16 Inch,Black,16GB,1,0,Windows 11 Home,Lenovo,Non Touchscreen,10299000
LENOVO IDEAPAD GAMING 3 15,5 kg,40 × 20 × 10 cm,LENOVO 2 YEAR + ADP (SERVICE & SPAREPART),NVIDIA RTX4050,SSD,AMD Ryzen 7,512GB,16 Inch,Grey,8GB,1,1,Windows 11 Home,Lenovo,Non Touchscreen,18599000
LENOVO IDEAPAD GAMING 3 15,5 kg,40 × 20 × 10 cm,DISTRIBUTOR 1 YEAR (SERVICE & SPAREPART),NVIDIA RTX4050,SSD,AMD Ryzen 7,512GB,15 Inch,Grey,32GB,1,0,Windows 11 Home,Lenovo,Non Touchscreen,16699000
LENOVO IDEAPAD GAMING 3 15,5 kg,40 × 20 × 10 cm,DISTRIBUTOR 1 YEAR (SERVICE & SPAREPART),NVIDIA RTX4050,SSD,AMD Ryzen 7,2TB,15 Inch,Grey,32GB,1,0,Windows 11 Home,Lenovo,Non Touchscreen,18099000
LENOVO IDEAPAD GAMING 3 15,5 kg,40 × 20 × 10 cm,DISTRIBUTOR 1 YEAR (SERVICE & SPAREPART),NVIDIA RTX4050,SSD,AMD Ryzen 7,1TB,15 Inch,Grey,32GB,1,0,Windows 11 Home,Lenovo,Non Touchscreen,17199000
LENOVO IDEAPAD GAMING 3 15,5 kg,40 × 20 × 10 cm,DISTRIBUTOR 1 YEAR (SERVICE & SPAREPART),NVIDIA RTX4050,SSD,AMD Ryzen 7,512GB,16 Inch,Grey,16GB,1,0,Windows 11 Home,Lenovo,Non Touchscreen,15899000
LENOVO IDEAPAD GAMING 3 15,5 kg,40 × 20 × 10 cm,DISTRIBUTOR 1 YEAR (SERVICE & SPAREPART),NVIDIA RTX4050,SSD,AMD Ryzen 7,2TB,16 Inch,Grey,16GB,1,0,Windows 11 Home,Lenovo,Non Touchscreen,17299000
LENOVO IDEAPAD GAMING 3 15,5 kg,40 × 20 × 10 cm,DISTRIBUTOR 1 YEAR (SERVICE & SPAREPART),NVIDIA RTX4050,SSD,AMD Ryzen 7,1TB,16 Inch,Grey,16GB,1,0,Windows 11 Home,Lenovo,Non Touchscreen,16399000
LENOVO IDEAPAD GAMING 3 15,5 kg,40 × 20 × 10 cm,LENOVO 2 YEAR + ADP (SERVICE & SPAREPART),NVIDIA RTX3050TI,SSD,AMD Ryzen 7,512GB,16 Inch,White,8GB,1,1,Windows 11 Home,Lenovo,Non Touchscreen,15199000
LENOVO IDEAPAD GAMING 3 15,5 kg,40 × 20 × 10 cm,LENOVO 2 YEAR + ADP (SERVICE & SPAREPART),NVIDIA RTX3050TI,SSD,AMD Ryzen 7,1TB,16 Inch,White,8GB,1,1,Windows 11 Home,Lenovo,Non Touchscreen,15799000
LENOVO IDEAPAD GAMING 3 15,5 kg,40 × 20 × 10 cm,DISTRIBUTOR 1 YEAR (SERVICE & SPAREPART),NVIDIA RTX3050,SSD,AMD Ryzen 7,512GB,16 Inch,Grey,32GB,1,0,Windows 11 Home,Lenovo,Non Touchscreen,14499000
LENOVO IDEAPAD GAMING 3 15,5 kg,40 × 20 × 10 cm,DISTRIBUTOR 1 YEAR (SERVICE & SPAREPART),NVIDIA RTX3050TI,SSD,AMD Ryzen 7,2TB,16 Inch,Grey,32GB,1,0,Windows 11 Home,Lenovo,Non Touchscreen,16399000
LENOVO IDEAPAD GAMING 3 15,5 kg,40 × 20 × 10 cm,DISTRIBUTOR 1 YEAR (SERVICE & SPAREPART),NVIDIA RTX3050TI,SSD,AMD Ryzen 7,1TB,16 Inch,Grey,32GB,1,0,Windows 11 Home,Lenovo,Non Touchscreen,15499000
LENOVO IDEAPAD GAMING 3 15,5 kg,40 × 20 × 10 cm,DISTRIBUTOR 1 YEAR (SERVICE & SPAREPART),NVIDIA RTX3050,SSD,AMD Ryzen 7,1TB,16 Inch,Grey,32GB,1,0,Windows 11 Home,Lenovo,Non Touchscreen,14999000
LENOVO IDEAPAD GAMING 3 15,5 kg,40 × 20 × 10 cm,LENOVO 2 YEAR + ADP (SERVICE & SPAREPART),NVIDIA RTX3050TI,SSD,AMD Ryzen 7,512GB,16 Inch,White,16GB,1,1,Windows 11 Home,Lenovo,Non Touchscreen,16599000
LENOVO IDEAPAD GAMING 3 15,5 kg,40 × 20 × 10 cm,DISTRIBUTOR 1 YEAR (SERVICE & SPAREPART),NVIDIA RTX3050,SSD,AMD Ryzen 7,512GB,16 Inch,Grey,16GB,1,0,Windows 11 Home,Lenovo,Non Touchscreen,13599000
LENOVO IDEAPAD GAMING 3 15,5 kg,40 × 20 × 10 cm,DISTRIBUTOR 1 YEAR (SERVICE & SPAREPART),NVIDIA RTX3050TI,SSD,AMD Ryzen 7,2TB,16 Inch,Grey,16GB,1,0,Windows 11 Home,Lenovo,Non Touchscreen,15399000
LENOVO IDEAPAD GAMING 3 15,5 kg,40 × 20 × 10 cm,LENOVO 2 YEAR + ADP (SERVICE & SPAREPART),NVIDIA RTX3050TI,SSD,AMD Ryzen 7,1TB,16 Inch,White,16GB,1,1,Windows 11 Home,Lenovo,Non Touchscreen,17199000
LENOVO IDEAPAD GAMING 3 15,5 kg,40 × 20 × 10 cm,DISTRIBUTOR 1 YEAR (SERVICE & SPAREPART),NVIDIA RTX3050,SSD,AMD Ryzen 7,1TB,16 Inch,Grey,16GB,1,0,Windows 11 Home,Lenovo,Non Touchscreen,14099000
LENOVO IDEAPAD GAMING 3 15,5 kg,40 × 20 × 10 cm,LENOVO 2 YEAR + ADP (SERVICE & SPAREPART),NVIDIA RTX3050,SSD,AMD Ryzen 7,512GB,16 Inch,Black,8GB,0,1,Windows 11 Home,Lenovo,Non Touchscreen,12599000
LENOVO IDEAPAD GAMING 3 15,5 kg,40 × 20 × 10 cm,LENOVO 2 YEAR + ADP (SERVICE & SPAREPART),NVIDIA RTX3050,SSD,AMD Ryzen 7,1TB,16 Inch,Black,8GB,0,1,Windows 11 Home,Lenovo,Non Touchscreen,13099000
LENOVO IDEAPAD GAMING 3 15,5 kg,40 × 20 × 10 cm,DISTRIBUTOR 1 YEAR (SERVICE & SPAREPART),NVIDIA RTX3050,SSD,AMD Ryzen 7,512GB,16 Inch,Black,16GB,1,0,Windows 11 Home,Lenovo,Non Touchscreen,11199000
LENOVO IDEAPAD GAMING 3 15,5 kg,40 × 20 × 10 cm,LENOVO 2 YEAR + ADP (SERVICE & SPAREPART),NVIDIA RTX3050,SSD,AMD Ryzen 7,512GB,16 Inch,Black,16GB,0,1,Windows 11 Home,Lenovo,Non Touchscreen,12999000
LENOVO IDEAPAD GAMING 3 15,5 kg,40 × 20 × 10 cm,LENOVO 2 YEAR + ADP (SERVICE & SPAREPART),NVIDIA RTX4050,SSD,AMD Ryzen 5,512GB,16 Inch,Grey,8GB,1,1,Windows 11 Home,Lenovo,Non Touchscreen,17099000
LENOVO IDEAPAD GAMING 3 15,5 kg,40 × 20 × 10 cm,LENOVO 2 YEAR + ADP (SERVICE & SPAREPART),NVIDIA RTX2050,SSD,AMD Ryzen 5,512GB,16 Inch,Grey,8GB,1,1,Windows 11 Home,Lenovo,Non Touchscreen,12399000
LENOVO IDEAPAD GAMING 3 15,5 kg,40 × 20 × 10 cm,LENOVO 2 YEAR + ADP (SERVICE & SPAREPART),NVIDIA RTX3050,SSD,AMD Ryzen 5,512GB,16 Inch,Black,8GB,0,1,Windows 11 Home,Lenovo,Non Touchscreen,12099000
LENOVO IDEAPAD GAMING 3 15,5 kg,40 × 20 × 10 cm,LENOVO 2 YEAR + ADP (SERVICE & SPAREPART),NVIDIA RTX3050,SSD,AMD Ryzen 5,1TB,16 Inch,Black,8GB,0,1,Windows 11 Home,Lenovo,Non Touchscreen,12699000
LENOVO IDEAPAD GAMING 3 15,5 kg,40 × 20 × 10 cm,LENOVO 2 YEAR + ADP (SERVICE & SPAREPART),NVIDIA RTX3050,SSD,AMD Ryzen 5,512GB,16 Inch,Black,16GB,0,1,Windows 11 Home,Lenovo,Non Touchscreen,12599000
LENOVO IDEAPAD GAMING 3 15,5 kg,40 × 20 × 10 cm,LENOVO 2 YEAR + ADP (SERVICE & SPAREPART),NVIDIA RTX3050,SSD,AMD Ryzen 5,1TB,16 Inch,Black,16GB,0,1,Windows 11 Home,Lenovo,Non Touchscreen,13099000
LENOVO IDEADPAD SLIM 3I 15 i7 1165G7,5 kg,40 × 20 × 10 cm,LENOVO 2 YEAR (SERVICE & SPAREPART),Intel Iris XE,SSD,Intel Core i7,512GB,14 Inch,Grey,8GB,0,1,Windows 10 Home,Lenovo,Non Touchscreen,13599000
LENOVO IDEADPAD SLIM 3I 15 i7 1165G7,5 kg,40 × 20 × 10 cm,LENOVO 2 YEAR (SERVICE & SPAREPART),Intel Iris XE,SSD,Intel Core i7,512GB,14 Inch,Gold,8GB,0,1,Windows 10 Home,Lenovo,Non Touchscreen,13599000
LENOVO IDEADPAD SLIM 3I 15 i7 1165G7,5 kg,40 × 20 × 10 cm,LENOVO 2 YEAR (SERVICE & SPAREPART),Intel Iris XE,SSD,Intel Core i7,512GB,14 Inch,Blue,8GB,0,1,Windows 10 Home,Lenovo,Non Touchscreen,13599000
HP VICTUS 16 S0047AX,5 kg,40 × 20 × 10 cm,HP 2 YEAR + ADP (SERVICE & SPAREPART),NVIDIA RTX4060,SSD,AMD Ryzen 5,1TB,16 Inch,Silver,8GB,1,1,Windows 11 Home,HP,Non Touchscreen,22499000
HP VICTUS 16 S0010AX,5 kg,40 × 20 × 10 cm,HP 2 YEAR + ADP (SERVICE & SPAREPART),NVIDIA RTX4060,SSD,AMD Ryzen 5,1TB,16 Inch,Silver,8GB,1,1,Windows 11 Home,HP,Non Touchscreen,22499000
HP VICTUS 16 S0009AX,5 kg,40 × 20 × 10 cm,HP 2 YEAR + ADP (SERVICE & SPAREPART),NVIDIA RTX4060,SSD,AMD Ryzen 5,512GB,16 Inch,Silver,8GB,1,1,Windows 11 Home,HP,Non Touchscreen,18999000
HP VICTUS 16 R0052TX,5 kg,40 × 20 × 10 cm,HP 2 YEAR + ADP (SERVICE & SPAREPART),NVIDIA RTX4060,SSD,Intel Core i7,1TB,16 Inch,Blue,8GB,1,1,Windows 11 Home,HP,Non Touchscreen,23499000
HP VICTUS 16 R0017TX,5 kg,40 × 20 × 10 cm,HP 2 YEAR + ADP (SERVICE & SPAREPART),NVIDIA RTX4060,SSD,Intel Core i7,1TB,16 Inch,Silver,8GB,1,1,Windows 11 Home,HP,Non Touchscreen,23499000
HP VICTUS 16,5 kg,40 × 20 × 10 cm,DISTRIBUTOR 1 YEAR (SERVICE & SPAREPART),NVIDIA RTX3050TI,SSD,Intel Core i7,1TB,16 Inch,Silver,32GB,1,0,Windows 11 Home,HP,Non Touchscreen,14999000
HP VICTUS 16,5 kg,40 × 20 × 10 cm,DISTRIBUTOR 1 YEAR (SERVICE & SPAREPART),NVIDIA RTX3050TI,SSD,Intel Core i7,1TB,16 Inch,Silver,16GB,1,0,Windows 11 Home,HP,Non Touchscreen,14299000
HP VICTUS 16,5 kg,40 × 20 × 10 cm,DISTRIBUTOR 1 YEAR (SERVICE & SPAREPART),NVIDIA RTX3050TI,SSD,Intel Core i5,2TB,16 Inch,Blue,32GB,1,0,Windows 11 Home,HP,Non Touchscreen,15899000
HP VICTUS 16,5 kg,40 × 20 × 10 cm,DISTRIBUTOR 1 YEAR (SERVICE & SPAREPART),NVIDIA RTX3050TI,SSD,Intel Core i5,1TB,16 Inch,Blue,32GB,1,0,Windows 11 Home,HP,Non Touchscreen,14699000
HP VICTUS 16,5 kg,40 × 20 × 10 cm,DISTRIBUTOR 1 YEAR (SERVICE & SPAREPART),NVIDIA RTX3050TI,SSD,Intel Core i5,512GB,16 Inch,Blue,16GB,1,0,Windows 11 Home,HP,Non Touchscreen,12999000
HP VICTUS 16,5 kg,40 × 20 × 10 cm,DISTRIBUTOR 1 YEAR (SERVICE & SPAREPART),NVIDIA RTX3050TI,SSD,Intel Core i5,1TB,16 Inch,Blue,16GB,1,0,Windows 11 Home,HP,Non Touchscreen,13699000
HP VICTUS 16 E1091AX,5 kg,40 × 20 × 10 cm,HP 2 YEAR (SERVICE & SPAREPART),NVIDIA RTX3050,SSD,AMD Ryzen 7,512GB,16 Inch,Grey,16GB,1,1,Windows 11 Home,HP,Non Touchscreen,14799000
HP VICTUS 16 E1090AX,5 kg,40 × 20 × 10 cm,HP 2 YEAR + ADP (SERVICE & SPAREPART),NVIDIA RTX3050,SSD,AMD Ryzen 5,512GB,16 Inch,Grey,16GB,1,1,Windows 11 Home,HP,Non Touchscreen,13799000
HP VICTUS 16 D1095TX,5 kg,40 × 20 × 10 cm,HP 2 YEAR + ADP (SERVICE & SPAREPART),NVIDIA RTX3060,SSD,Intel Core i7,512GB,16 Inch,Silver,16GB,1,1,Windows 11 Home,HP,Non Touchscreen,17999000
HP VICTUS 16,5 kg,40 × 20 × 10 cm,DISTRIBUTOR 1 YEAR (SERVICE & SPAREPART),NVIDIA RTX3050TI,SSD,AMD Ryzen 5,1TB,16 Inch,Blue,32GB,1,0,Windows 11 Home,HP,Non Touchscreen,14499000
HP VICTUS 16,5 kg,40 × 20 × 10 cm,DISTRIBUTOR 1 YEAR (SERVICE & SPAREPART),NVIDIA RTX3050TI,SSD,AMD Ryzen 5,512GB,16 Inch,Blue,16GB,1,0,Windows 11 Home,HP,Non Touchscreen,12999000
HP VICTUS 16,5 kg,40 × 20 × 10 cm,DISTRIBUTOR 1 YEAR (SERVICE & SPAREPART),NVIDIA RTX3050TI,SSD,AMD Ryzen 5,1TB,16 Inch,Blue,16GB,1,0,Windows 11 Home,HP,Non Touchscreen,13699000
